,Title,Artist,URI,Target,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
12133,"Peter and the Wolf, Op. 67: Peter Suggests They All Take the Wolf to the Zoo",Slovak Radio Symphony Orchestra,4qjMAjwFE2LLt9b2W97oOL,0,0.609,0.293,0.0,-12.581,0.0,0.06,0.983,0.666,0.0934,0.403,95.95,37573.0,1.0
12134,Smells Like Content,The Books,0zSeLF3w3mPF9ibTkHZqCp,0,0.702,0.529,11.0,-10.094,1.0,0.0898,0.172,0.0402,0.068,0.404,171.489,222640.0,3.0
12135,Lite Weight (feat. The Free Nationals United Fellowship Choir),Anderson .Paak,2vJIsdYIthbnWgLaLD9yrj,0,0.655,0.855,8.0,-9.347,0.0,0.257,0.0114,0.000199,0.476,0.508,120.014,206360.0,4.0
12136,"Barbados [Barbados National Anthem, ""In plenty and in time of need…""] (Olympic version)",C. Van Roland Edwards,3AKDNISmHdMo77l6ZehZPy,0,0.119,0.0791,7.0,-17.801,1.0,0.0388,0.955,0.888,0.103,0.173,84.138,86747.0,1.0
12137,Music for Massage,Spa,7dodjeFJMkIYobgcbqi2AI,0,0.071,0.00169,0.0,-37.878,1.0,0.0467,0.99,0.819,0.107,0.0361,70.229,124848.0,4.0
12138,"Movin’ Up (Quality Control, Lil Yachty & Ty Dolla $ign)",Quality Control,7HmLZvqRRQjvVg5DfZnwbu,0,0.94,0.373,0.0,-6.228,1.0,0.103,0.203,7.19e-05,0.175,0.54,108.996,167298.0,4.0
12139,ASSUMPTIONS AND ANXIETY,herdie,7qfFxarCcb8cpmIN21A2Ny,0,0.511,0.6,11.0,-7.62,1.0,0.0319,0.00529,0.867,0.135,0.128,169.985,112941.0,4.0
12140,Binaural Beat Brain Enhancement,Alpha Brain Waves,5wwEuPvICnYkywBYYycYWk,0,0.141,0.00568,7.0,-41.758,1.0,0.0533,0.968,0.906,0.0871,0.035,140.689,133023.0,3.0
12141,Box Fan Rest Sound,Fan Sounds,3hJJOnsafnWFrhWDwhvZSy,0,0.0,2.03e-05,4.0,-25.213,1.0,0.0,0.138,0.145,0.112,0.0,0.0,222760.0,0.0
12142,Family Photo,Andy Mineo,2KhfcwOXG3eTQ2vyqh8lc1,0,0.651,0.394,2.0,-11.625,0.0,0.21,0.641,0.0,0.0859,0.247,90.123,231903.0,4.0
12143,"Tough Love (feat. Agnes, Vargas & Lagola)",Avicii,1yfyIdEw5U2bD5I6gxQCxW,0,0.402,0.754,8.0,-4.837,1.0,0.0432,0.143,0.0,0.358,0.621,108.17,191248.0,4.0
12144,I've Taken A Popular Contemporary Song And Chaged The Lyrics To Comment On The Proliferation Of Starbucks In My Neighborhood!,David Cross,5Mvn3Ol2QKpp5fjWLHocwz,0,0.605,0.724,10.0,-10.69,0.0,0.93,0.835,0.0,0.88,0.282,84.915,196373.0,4.0
12145,Unified,Sweet & Lynch,2IbZQ6xw3ncrL7yjsYew2r,0,0.648,0.848,11.0,-5.729,1.0,0.0307,0.00306,0.0399,0.102,0.721,101.023,267656.0,4.0
12146,Connecting with Your Higher Self (Space Clearing),741Hz Energy Orbiting Manifest Healing,1CUP0CbR9NetPYKLMjJmnZ,0,0.264,7.12e-05,0.0,-32.82,1.0,0.0821,0.995,0.96,0.12,0.459,71.197,494530.0,4.0
12147,Static Waves,Andrew Belle,3ICxCafLo6xcASR4yij84K,0,0.62,0.534,5.0,-8.865,1.0,0.0266,0.0634,0.0,0.093,0.337,144.059,220613.0,4.0
12148,Everybody's Buying It,Pat Regan,0Jcgg4gDYqi6Jjie8Xh1WL,0,0.353,0.879,9.0,-4.927,1.0,0.0446,0.00552,0.000119,0.283,0.7,165.025,132985.0,4.0
12149,Flames & Figures,The Seshen,25UxpTedCExQX2uQkgang5,0,0.568,0.452,9.0,-11.247,0.0,0.0358,0.394,0.18,0.12,0.0991,110.018,157813.0,3.0
12150,Jardín Olvidado,Remmy Valenzuela,1GiAAerSGcz6ijrO8DvrPh,0,0.766,0.476,7.0,-6.899,1.0,0.0455,0.707,5.12e-06,0.0947,0.958,110.015,210907.0,4.0
12151,Savage (feat. Flux Pavilion & MAX),Whethan,0kD586ste6xyDRqUYhVlCh,0,0.679,0.662,7.0,-5.861,1.0,0.0773,0.151,0.0,0.376,0.365,90.054,205333.0,4.0
12152,CD's & LP's,DJ Screw,71JQpcTCpLQI4XeqL3Cazp,0,0.754,0.413,1.0,-14.669,1.0,0.396,0.024,0.0,0.0653,0.652,168.18,352333.0,4.0
12153,Rings & Roses,Dabin,1R1vlmRWwnuxw6Qb70I75P,0,0.448,0.642,7.0,-5.118,1.0,0.0437,0.0403,2.78e-06,0.106,0.18,149.771,236800.0,4.0
12154,It Was Written,Damian Marley,03M3oEPsk8WjwMlVOKBFXv,0,0.688,0.719,0.0,-5.014,1.0,0.283,0.0283,0.0,0.728,0.546,81.443,361067.0,4.0
12155,★ Semi-inaudible whispering and trigger words ★ ASMR,DianaDewAsmr,1la8X47ksW127q1VobGh34,0,0.281,0.0796,7.0,-45.677,1.0,0.0416,0.00013,0.0564,0.151,0.0305,70.043,1062552.0,3.0
12156,Andar and Captain Funktion Insist the Mission Continue as Laniru Is Consoled,O.M.N.I.,6ZlENknreXlUoYASz2LTMZ,0,0.65,0.498,0.0,-7.885,1.0,0.0298,0.0285,0.884,0.231,0.413,139.863,132000.0,4.0
12157,Cartridges,The Nerines,4gzPvuTnKCnxjMpQMQgDwo,0,0.548,0.774,3.0,-4.324,1.0,0.116,0.126,4.49e-05,0.172,0.633,153.094,286000.0,4.0
12158,Is It Horrible,Marmozets,1sFffnBCubNMh57xaOenqK,0,0.435,0.925,8.0,-4.403,1.0,0.148,0.000698,5.75e-05,0.0599,0.583,153.869,224360.0,4.0
12159,Drivers,John Andrews & The Yawns,32XQ7cKexdsqESg8RxGPVW,0,0.549,0.546,4.0,-6.12,0.0,0.0301,0.136,0.941,0.579,0.435,118.983,240750.0,4.0
12160,Colonoscopy,Bill Engvall,1bKHj1WxHJ1hdGExeDJWiT,0,0.555,0.879,6.0,-8.547,1.0,0.959,0.806,0.0,0.852,0.24,150.006,429880.0,3.0
12161,"Diamonds On Me (feat. Gunna, & Yella Beezy)",DaniLeigh,5kWJB3rEbBnNUMyPLdtJdw,0,0.853,0.627,5.0,-7.007,1.0,0.0344,0.257,5.1e-06,0.108,0.654,127.011,228175.0,4.0
12162,Wolf Like Me ft. Shovels & Rope,Lera Lynn,3AZXq6ty10UPcTspnzHAGo,0,0.351,0.465,9.0,-10.195,0.0,0.0563,0.699,1.09e-05,0.0904,0.161,158.06,245013.0,4.0
12163,Washing Machine Heart (Slowed + Reverb),Lee An,6IS7RAH2yBYzOyqggWSDxm,0,0.526,0.51,6.0,-17.221,1.0,0.026,0.000726,0.00627,0.35,0.585,81.97,200784.0,5.0
12164,My Sister's Tiny Hands,Andrew Bird,2nK1sXoLDAXy9PnFDvklX2,0,0.589,0.198,0.0,-11.283,0.0,0.0302,0.936,3.52e-06,0.0924,0.3,103.786,223965.0,4.0
12165,All in Her Head (feat. Scane & Sharp da P),Westtsew,1DWnjlE1sjAI73INWyggee,0,0.649,0.461,3.0,-9.794,0.0,0.0639,0.0816,1.26e-05,0.263,0.261,133.047,232789.0,4.0
12166,Dazed and Confused (feat. Travie McCoy),Jake Miller,2lM7UCECnnV6HKfans1bjD,0,0.802,0.523,11.0,-7.535,1.0,0.0437,0.0144,2.21e-05,0.0716,0.379,105.016,176040.0,4.0
12167,Flames,David Guetta,33IOhptvC2Qoy2UhjiHXLV,0,0.609,0.726,5.0,-4.346,0.0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000.0,4.0
12168,Maria I'm Drunk (feat. Justin Bieber & Young Thug),Travis Scott,6Yqmv7XJLCrQEauMbPGZSw,0,0.648,0.631,4.0,-5.662,0.0,0.103,0.377,0.0,0.12,0.142,105.989,349933.0,4.0
12169,"Dorms, Shower Baskets & The Walk Of Shame - Live Stand-Up",Jimmy Fallon,7infml167a6lCzLa22DK42,0,0.484,0.818,4.0,-8.646,1.0,0.956,0.885,0.0,0.95,0.241,168.282,104627.0,4.0
12170,Refined and Exclusive Hotel Lounge Jazz,Hotel Jazz Deluxe,2ZdrPfUl6dt0YBGfr4DoHq,0,0.61,0.165,5.0,-19.858,1.0,0.0517,0.937,0.4,0.0861,0.649,169.901,214588.0,4.0
12171,Amongst Inverted Castles and Holy Laughter,Spirit Possession,1W7EYTU98A8hiZZOF1YKG9,0,0.11,0.96,0.0,-7.054,1.0,0.0741,4.02e-05,0.895,0.338,0.0368,153.358,338228.0,4.0
12172,How You Feel? (Freestyle) (feat. Lil Yachty & Ski Mask The Slump God),DJ Scheme,67cpn8ZBO7QU67jky8Fh47,0,0.949,0.425,5.0,-7.393,1.0,0.224,0.0295,0.0,0.106,0.621,124.927,135023.0,4.0
12173,Domains of Time,Paranoid Android,0SnEbuAg088Qap2cefinVi,0,0.482,0.93,9.0,-4.876,1.0,0.185,2.72e-05,0.259,0.126,0.202,104.94,336000.0,4.0
12174,The Resellers,In The Tropics,6NzLU554cv6A1mBSbrN58F,0,0.74,0.706,6.0,-11.09,0.0,0.161,0.0479,0.982,0.135,0.895,105.012,310872.0,4.0
12175,"Rosalie Come And Go - From the limited release bonus disc and LP ""Gold""",Ryan Adams,6t6nmi6shvGTSMycSH5jqj,0,0.387,0.782,9.0,-6.321,1.0,0.0686,0.112,3.48e-06,0.0741,0.541,179.23,233200.0,4.0
12176,By Design,Kid Cudi,5FxVTEpoBress37MmlMhbZ,0,0.756,0.85,9.0,-5.885,0.0,0.0538,0.0559,0.000809,0.111,0.415,100.005,257053.0,4.0
12177,Lust + Commitment,Mating Ritual,2Ruyu7DiG1yt2quswR4wJa,0,0.467,0.63,7.0,-7.971,0.0,0.112,0.362,0.00344,0.125,0.164,216.041,282921.0,4.0
12178,Trouble Sleep Yanga Wake Am (with Merrill Garbus & Brittany Howard),My Morning Jacket,5DHV4EeqkTKOzXla4wpnSJ,0,0.484,0.68,3.0,-7.676,0.0,0.0328,0.167,0.308,0.105,0.416,143.302,853200.0,4.0
12179,Everything Is Temporary (Sticks and Stones),Cavetown,2ROoHzuEZV64bi3TCHEvzZ,0,0.442,0.306,0.0,-11.197,1.0,0.0494,0.738,0.00053,0.193,0.143,180.062,184250.0,3.0
12180,It's All Love (History of Funk),Anderson .Paak,0kEaLUKTpUot9DBTFGMor7,0,0.736,0.644,7.0,-7.532,1.0,0.224,0.0131,7.47e-06,0.0861,0.365,91.551,130253.0,4.0
12181,Recovered - Original Mix,Curing Music for Mindfulness and Bliss,10cG2pSY2R22C2QQsMOHGA,0,0.0722,0.0585,10.0,-23.271,0.0,0.051,0.995,0.963,0.106,0.0311,74.28,282857.0,3.0
12182,Caffeine Pills and Surgical Tape,Suicide Watch,2GVpD4nYmNq3lyjnVSlxI6,0,0.574,0.971,11.0,-5.267,1.0,0.0619,4.75e-05,0.852,0.0495,0.283,114.99,339240.0,4.0
12183,When I Was Young F. Natti & Substantial,Kno of Cunninlynguists,015m0RhL0EyLkRlR80lePD,0,0.738,0.94,1.0,-3.511,1.0,0.229,0.0616,8.15e-05,0.542,0.569,99.98,212131.0,4.0
12184,Designer's Delight,Timo Hohnholz,16Iryfnk31QGtVucQ7m4kJ,0,0.806,0.812,11.0,-8.047,0.0,0.0442,0.000402,0.857,0.191,0.87,120.021,111133.0,4.0
12185,Africa & Aerospace,The Redwood Trio,5BZOq4ez91KuGIa6zNOtMA,0,0.452,0.348,9.0,-8.205,1.0,0.0355,0.768,0.855,0.303,0.191,124.415,257200.0,3.0
12186,Highest Bidder,Lord Ande,5NAWW1e8nF0ZTYOMpU5oko,0,0.708,0.874,7.0,-7.257,1.0,0.0389,0.196,0.0156,0.114,0.887,134.005,218000.0,4.0
12187,Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator",4k2ix82xyGax7S8u6ODb6B,0,0.559,0.578,8.0,-9.54,1.0,0.151,0.79,0.000522,0.324,0.239,79.938,320720.0,4.0
12188,Yukon,Ando Laj,38f7ZHlZ7O41unuhN4Q89f,0,0.629,0.479,5.0,-14.075,0.0,0.0409,0.9,0.919,0.379,0.805,154.804,217138.0,4.0
12189,Interactions #6,Andrew Raffo Dewar,1KXaO7HCJ5K5meGJ9eZQJT,0,0.454,0.249,3.0,-16.109,1.0,0.293,0.804,0.0746,0.113,0.0775,112.189,244787.0,1.0
12190,Interstate (Slaughtered & Sliced),Lester Roy,4mQNZRAJ8aoWhm0POK2FHU,0,0.82,0.272,1.0,-11.458,1.0,0.0735,0.00345,7.49e-05,0.173,0.051,113.369,320315.0,4.0
12191,DUI,RILEY,7nfRyknstB9rBR6AvwNhWw,0,0.716,0.769,9.0,-6.873,1.0,0.0343,0.0262,4.92e-06,0.0638,0.297,109.016,231771.0,4.0
12192,Specialist (feat. Josh Heinrichs & Marlon Asher),SkillinJah,42td0t7PuEe0ocSxcdcCGP,0,0.501,0.738,4.0,-5.136,0.0,0.22,0.0224,0.0,0.0984,0.791,156.085,182960.0,4.0
12193,Computer Keyboard Desktop Hands Fingers Type Typing Write Writing Sound Effects Sound Effect Office and Classroom Keyboards,Essential Sound Effects,63bfvinH1XLwTyQAuvufCC,0,0.573,0.154,10.0,-27.117,0.0,0.206,0.0537,0.935,0.0649,0.0523,61.858,49792.0,5.0
12194,Kiss Me Slowly,States & Capitals,4wSsmrIaCbig7829Me9SFH,0,0.428,0.587,8.0,-8.331,1.0,0.0295,0.5,4.98e-05,0.113,0.519,167.056,244689.0,4.0
12195,"Colonel Hathi's March (The Elephant Song) - From ""The Jungle Book""/Soundtrack Version",J. Pat O'Malley,2RxzjixIrRXtGdtuyk8kze,0,0.848,0.417,10.0,-15.035,1.0,0.0787,0.686,0.0,0.0548,0.831,95.959,150573.0,4.0
12196,Preparing,Danny Bensi and Saunder Jurriaans,2CAUexSBAmf35oVQE18NiD,0,0.526,0.0244,5.0,-36.455,0.0,0.0503,0.827,0.948,0.221,0.0875,119.849,72220.0,4.0
12197,"Enough About You Truth Prompt (From ""Fibbage 3"")",Andy Poland,3oloyocpYAhqpM1vZIDvAO,0,0.669,0.433,0.0,-12.638,1.0,0.0389,0.0458,0.95,0.133,0.969,143.995,61113.0,4.0
12198,Million Subscribers,Maya and Mary,2iUmO5HAS5gO3m0HACSSLc,0,0.837,0.581,0.0,-5.156,1.0,0.0313,0.431,0.0,0.14,0.962,92.058,227446.0,4.0
12199,"I'd Be Surprisingly Good For You - From ""Evita""",Andrew Lloyd Webber,7d5QYacSfhQuopSlCS0X7Y,0,0.473,0.336,4.0,-10.001,0.0,0.0427,0.933,0.0,0.142,0.376,108.808,186560.0,4.0
12200,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - DJ LBR Remix",David Guetta,5kUmEacJio9FXs0zASc3lU,0,0.425,0.774,9.0,-3.695,1.0,0.112,0.000209,3.84e-05,0.169,0.209,179.998,203619.0,4.0
12201,Limited World (Syncopate & Motivate Live) [feat. Caleb Hawley],Cory Wong,4ThDEnOSpcrJv9sKIH0R1z,0,0.668,0.928,10.0,-6.942,0.0,0.0983,0.0467,0.0255,0.984,0.694,122.558,273090.0,4.0
12202,"Aria variata alla maniera italiana in A Minor, BWV 989: Variazione IX",Johann Sebastian Bach,3XxPzArqfncHpobcvKRHTM,0,0.188,0.201,4.0,-28.367,1.0,0.051,0.991,0.843,0.11,0.148,73.355,40603.0,4.0
12203,"Dover Sole With The Bikini Bottom Weather (with Sandy, Mr. Krabs, Plankton & Patrick)",Spongebob Squarepants,1AzbwengWaNuxR7UWx5WNQ,0,0.715,0.622,10.0,-12.739,1.0,0.872,0.766,0.0,0.437,0.354,121.578,36613.0,5.0
12204,Fast Cars Faster Women (feat. Daz),Curren$y,6xmwNbVEqA9tYA3zRZKqPI,0,0.519,0.665,10.0,-5.741,0.0,0.101,0.109,0.0,0.146,0.44,146.002,225720.0,4.0
12205,The F.b.i. And Black Muslims,Malcolm X,6uKpWbF8BP3V9SoZ5ju4iC,0,0.587,0.543,4.0,-14.929,0.0,0.945,0.988,0.784,0.539,0.576,160.419,247954.0,3.0
12206,Simultaneously,Klásek & Jasma,7ua8K7vNecsT5IQxPvLymH,0,0.707,0.612,6.0,-4.478,0.0,0.058,0.147,0.0,0.0785,0.542,80.0,267835.0,4.0
12207,Hawaiian Roller Coaster Ride (Lilo & Stitch),Midnite String Quartet,6FBfWhMNN2LD33t038Awel,0,0.565,0.126,5.0,-17.051,1.0,0.0413,0.94,0.0768,0.126,0.891,157.977,163101.0,4.0
12208,Today,Brad Paisley,1IO13V09b01gLSbmZJZ9dM,0,0.347,0.632,2.0,-6.998,1.0,0.0381,0.539,0.00226,0.121,0.285,74.257,229338.0,3.0
12209,Good Life (with G-Eazy & Kehlani),G-Eazy,1Eck97uRMlprKOOJN9oO1E,0,0.565,0.771,1.0,-5.22,1.0,0.213,0.00464,0.0,0.0568,0.573,168.385,225526.0,4.0
12210,Tequila - Jax Jones & Martin Solveig Present Europa / Lost Frequencies Remix,Jax Jones,5IcpnfivtFExTNOhA386JQ,0,0.714,0.688,8.0,-6.935,0.0,0.0446,0.0466,0.0923,0.137,0.464,124.022,174761.0,4.0
12211,Erotica Exotica,Kenny Sasaki & The Tiki Boys,3AXuCUKuwCCiDUHgVyFDKe,0,0.745,0.561,9.0,-8.788,0.0,0.0305,0.873,0.877,0.0815,0.683,130.002,270760.0,4.0
12212,Volveré (feat. Tommy Torres),Carlos Rivera,6hLCKh8haTrec6NVXv3wft,0,0.542,0.59,0.0,-7.547,1.0,0.0379,0.446,1.71e-05,0.11,0.173,122.044,196387.0,4.0
12213,Schedules and Fares,Caribou,2pPUWVLtO5SZjeW0KtSvFV,0,0.637,0.644,7.0,-10.046,1.0,0.0615,0.028,0.882,0.133,0.633,132.585,313200.0,4.0
12214,"The Junkie and the Juicehead, Minus Me",Kris Kristofferson,4hBbG1jBxKKhvqyZUhnyjW,0,0.486,0.406,2.0,-11.935,1.0,0.0397,0.83,0.0,0.131,0.793,168.327,201320.0,4.0
12215,Keys & Responsibilities,Harry Charles,6VfO4hB9GWIKHDC4BL9jWU,0,0.716,0.649,1.0,-12.51,1.0,0.0373,0.0831,0.888,0.0906,0.176,120.005,362007.0,4.0
12216,Please Be Careful With My Heart,Jose Mari Chan,6VVJl2go0DGHlF08NT9FDa,0,0.553,0.499,7.0,-7.971,0.0,0.0235,0.734,0.0,0.0864,0.326,99.58,214880.0,4.0
12217,Christmas Always Finds Me,Ingrid Andress,4jU4D1x5dfiKqn7kfDiMOw,0,0.386,0.124,0.0,-9.736,1.0,0.0306,0.928,0.0,0.116,0.46,94.166,200662.0,3.0
12218,Intro + Nextel,Juan Leche,6whLWxo0LGEa3k08c2AHXo,0,0.722,0.301,0.0,-17.221,1.0,0.906,0.883,0.0,0.4,0.865,119.662,193000.0,3.0
12219,Word Association,7L & Esoteric,4Rmf2Ct66oI6KBZjC8aRCP,0,0.935,0.949,1.0,-3.246,1.0,0.166,0.0655,0.0,0.32,0.676,97.508,208227.0,4.0
12220,Democratic and Patriotic Blue - Instrumental,Roy V. Lewis,7Koemz9kr58SM3SxDu7qwC,0,0.144,0.101,0.0,-18.277,1.0,0.0329,0.959,0.728,0.141,0.0798,91.374,174420.0,3.0
12221,The Lying Lies & Dirty Secrets of Miss Erica Court,Coheed and Cambria,3ZUZayK7DyDLEk6FEUQ39Q,0,0.622,0.926,8.0,-6.952,1.0,0.0787,0.0245,0.0,0.118,0.899,167.961,197293.0,4.0
12222,Treasures Untold,Doc & Merle Watson,3rdSpW6Une7VrDwbY4DjKa,0,0.576,0.111,4.0,-15.743,1.0,0.0348,0.963,0.105,0.101,0.435,110.085,186627.0,3.0
12223,The Point Of No Return - Live At The Royal Albert Hall/2011,Andrew Lloyd Webber,0PJkO3FrJgoLV5BUhvPBgn,0,0.211,0.182,5.0,-19.631,0.0,0.0535,0.885,4.31e-06,0.673,0.154,78.195,362307.0,3.0
12224,Barrooms and Bedrooms,James Adelsberger,7mzNEHXF0RNkHKMD8ys5fE,0,0.671,0.308,1.0,-10.111,1.0,0.0356,0.861,3.52e-05,0.113,0.25,108.985,354773.0,3.0
12225,Astronomical Glossary - Original Mix,Mind Body Soul Reiki Therapeutic Sounds,2r8Pi3XJDSCzdAdoRxHQ2f,0,0.0829,0.0446,10.0,-27.606,1.0,0.0476,0.996,0.965,0.095,0.0621,83.028,345000.0,4.0
12226,Screw-Type Light Bulb Removed and Inserted,Digiffects Sound Effects Library,664UDxjlwG6DxUU2oYImkR,0,0.703,0.425,1.0,-23.99,1.0,0.799,0.529,0.0334,0.171,0.0564,79.859,23336.0,1.0
12227,"Suffer the Children, Come Unto Me",Brendan Kelly and the Wandering Birds,0NN11ArHB6a3R89CcHResT,0,0.47,0.724,4.0,-5.057,1.0,0.0361,0.115,7.72e-06,0.157,0.668,93.37,171600.0,4.0
12228,Mechanical Engineering,Blaze and the Monster Machines,6tsoLRnCM8sC0JpKz3dn5z,0,0.53,0.804,1.0,-4.352,1.0,0.05,0.0261,0.0,0.139,0.891,83.356,57056.0,4.0
12229,White Noise Primer / Promotes Relaxation and Calm / Blocks Annoying Sounds,Noise,2DkP4ddeo5tymy3o4c9jvv,0,0.0,2.03e-05,1.0,-21.152,0.0,0.0,0.112,0.24,0.702,0.0,0.0,572000.0,0.0
12230,Pontos de Exclamação - Vintage Culture & Future Class Remix,Jovem Dionisio,25usEf5iGk9HL0LM9VTxue,0,0.786,0.75,11.0,-6.277,0.0,0.102,0.0742,0.0277,0.109,0.696,124.032,218770.0,4.0
12231,Altered State Of Mind,Milmine,4wuu0v0TsGf22iYAgIcKlb,0,0.57,0.616,10.0,-5.727,1.0,0.0266,0.303,0.000346,0.118,0.143,119.914,226000.0,4.0
12232,That's How I Got to Memphis,Whitey Morgan and the 78's,7H30y5HTp80PNGeHM8wT5B,0,0.587,0.913,2.0,-5.172,1.0,0.0309,0.00107,0.287,0.375,0.584,109.031,210010.0,4.0
12233,Références,Sagess,1fCvGbsnr30SleRLXe0diw,0,0.743,0.673,7.0,-8.411,1.0,0.166,0.0652,0.0,0.221,0.537,91.984,373178.0,4.0
12234,Hometown (feat. Zac Brown & Danielle Bradbery),Diplo,2P5mNIzu9cn8Jt7UvIDRZS,0,0.63,0.654,9.0,-7.249,1.0,0.051,0.034,0.0,0.11,0.532,140.043,216000.0,4.0
12235,"Rigoletto / Act 3: ""La donna è mobile""",Giuseppe Verdi,5cR6xfzyicyDyAr52zB48k,0,0.37,0.248,6.0,-10.47,1.0,0.0371,0.965,2.12e-05,0.0911,0.384,133.33,141600.0,3.0
12236,Better in Stereo - Theme Song Version,Cast - Liv and Maddie,2eKYRRrNhXXr7SSzE3X99F,0,0.699,0.827,0.0,-3.469,1.0,0.0372,0.222,0.0,0.35,0.819,109.971,152573.0,4.0
12237,She Controls Me - S5 & L.G.M. Remix,Mademoiselle Charlotte,19NJrg4k9eXmXSenJYudS1,0,0.478,1.0,1.0,-5.759,1.0,0.0881,0.00193,0.073,0.269,0.235,140.005,507732.0,4.0
12238,The Love of Boat Trackers,Yin Xiangjie; Yu Wenhua,5tanBPH9pIyHbbhCCG23wt,0,0.417,0.475,0.0,-9.413,0.0,0.0536,0.563,2.19e-06,0.104,0.52,202.78,261427.0,4.0
12239,Noise Blocking Pink,Binaural Bliss,7kLwj30bctgWf6u77kykvX,0,0.0,0.546,6.0,-20.706,0.0,0.0,0.996,1.0,0.534,0.0,0.0,72231.0,0.0
12240,Harder Than Ever (feat. Jay Gwuapo & KJ Balla,TJ Porter,5jEySVOrEiu9UCOdTy01Ls,0,0.797,0.61,10.0,-6.626,1.0,0.148,0.376,0.0,0.105,0.465,140.074,138347.0,4.0
12241,Examine the Insects and Hit Them,Ruth's Refrigerator,6f0Uh0boENu0WFuunL58dq,0,0.542,0.084,11.0,-24.149,0.0,0.0512,0.956,0.878,0.31,0.516,172.585,65547.0,3.0
12242,Wearing of the Green,Derek Warfield & The Young Wolfe Tones,6rbu2nlappTkFTzxRteph1,0,0.55,0.662,2.0,-4.633,1.0,0.0278,0.404,0.0,0.248,0.657,90.025,271893.0,4.0
12243,"New Tricks (Foo Fighters, Aretha Franklin Gospel Medley, People's Choice, Rhapsody in Blue)",Al and Anand,3rxsVbkGaYViClwZA3efh4,0,0.584,0.498,8.0,-11.678,0.0,0.918,0.973,0.0,0.636,0.683,84.354,110791.0,1.0
12244,Ты мой кайф (Ty moy kayf),Dzharo & Khanza,0vFSWHGDStsx5q0TmCFAuR,0,0.935,0.832,6.0,-1.947,0.0,0.214,0.661,0.000395,0.152,0.641,109.086,136514.0,4.0
12245,Signed In Alcohol,Bullets And Octane,3aRbDLEZHBBUuhDSSjvOAs,0,0.549,0.958,1.0,-2.913,1.0,0.12,6.1e-05,0.0,0.0694,0.381,110.078,82053.0,4.0
12246,"Rockin' All Over the World - Live at Olympiastadion, Helsinki, Finland - 07/31/12",Bruce Springsteen,3edjSnEouD4VWQstr8OJN3,0,0.463,0.979,11.0,-4.57,1.0,0.0596,0.00792,0.0,0.397,0.818,126.78,278973.0,4.0
12247,Almost Nearly Perfect,Jack Costello,1JO8fJ6mBYAK5O4Dc3uV12,0,0.65,0.208,1.0,-9.258,1.0,0.0648,0.679,0.0,0.0793,0.459,143.027,177212.0,4.0
12248,Star Mapping,Black & Gold,5xXaokreQXyXU2FennZn4u,0,0.186,0.152,7.0,-17.444,1.0,0.0369,0.693,0.248,0.102,0.0494,143.261,185263.0,4.0
12249,Faqeer E Mola Raza,Dua Jaffri,6yHAg13HGprBaxzWucuPzS,0,0.556,0.942,2.0,-2.163,0.0,0.0504,0.711,0.0,0.245,0.807,144.848,363363.0,3.0
12250,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,0v9Wz8o0BT8DU38R4ddjeH,0,0.652,0.795,11.0,-5.192,0.0,0.174,0.156,0.0,0.123,0.788,135.018,304607.0,4.0
12251,Undone,anders,6yClfTSDF0YmPigEYwx8gZ,0,0.708,0.478,8.0,-8.467,1.0,0.0415,0.0771,0.0,0.132,0.154,90.996,216160.0,4.0
12252,Meshtaq Moot,Aseel Hameem,2pN2cJk1qjGe9H2ibAdT2f,0,0.448,0.669,9.0,-8.081,0.0,0.11,0.401,0.0,0.238,0.842,77.528,184308.0,4.0
12253,Knowledge and Trust,Lottie Eliza,2KV1DQ4uBi7qX1mwOiPtzD,0,0.588,0.113,2.0,-26.501,0.0,0.0367,0.325,0.83,0.105,0.0491,78.251,473148.0,4.0
12254,If I Could,Jack Johnson,49T9pCYlpvtGd9ugZt7DSZ,0,0.714,0.321,9.0,-14.517,1.0,0.0428,0.762,0.385,0.0993,0.477,114.228,144987.0,4.0
12255,Recreational Love,the bird and the bee,7oKbShhkC9lwBHj0ZVRA2b,0,0.648,0.413,4.0,-9.526,1.0,0.284,0.49,0.017,0.148,0.605,191.835,190013.0,4.0
12256,Stir Up The Gift (feat. Alicia Williamson & Maurice Carter),Joe Pace,1XlJSW8wJM7cDpA1z9BAyK,0,0.638,0.851,6.0,-8.233,1.0,0.0331,0.192,0.0,0.157,0.676,96.567,299027.0,4.0
12257,Hot Gates,Mumford & Sons,2vH4MKK6DBky9glWsPMMPN,0,0.502,0.378,0.0,-12.692,1.0,0.0308,0.301,0.184,0.081,0.0731,135.81,287378.0,4.0
12258,Man & Environmental damage - Instrumental Version,Fajar Adrianza,2mQ7ZpNOilITmNMclm3jOv,0,0.579,0.908,9.0,-7.828,0.0,0.0471,0.633,0.972,0.174,0.91,114.004,218849.0,4.0
