,Title,Artist,URI,Target,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
12259,O Little Town Of Bethlehem,Don Janse Chorale & Children's Choir,2MbwvG0CPnHmxDpfoicYNs,0,0.146,0.0422,5.0,-26.086,1.0,0.0345,0.994,0.00284,0.114,0.19,80.082,107213.0,1.0
12260,Ohio,Jon Batiste,2wVrDSnhFnwy9SQLgP9Yiq,0,0.425,0.204,2.0,-13.097,0.0,0.0334,0.978,0.000481,0.11,0.121,122.093,292760.0,4.0
12261,Connected and Respected,Mr.Clever,0NtiutxinFxDDl9ffm2lfo,0,0.966,0.429,11.0,-7.564,1.0,0.0577,0.0179,0.0,0.0752,0.935,108.111,223613.0,4.0
12262,"Nobleza En Exilio - Spanisch Version of ""Royalty into Exile""",All Shall Perish,46zACkJroyTvGmBZULpagV,0,0.531,0.988,6.0,-4.386,1.0,0.0895,1.18e-05,0.381,0.213,0.211,110.002,263727.0,4.0
12263,Qualified and Competent,Serenity Music Academy,73u3StWgerwwR2axvXuc00,0,0.124,0.0389,9.0,-28.026,0.0,0.0361,0.961,0.959,0.0656,0.0541,94.405,240000.0,4.0
12264,This Nearly Was Mine,Bob Dylan,5LNKfS9oTKG0663dK6NY6c,0,0.299,0.179,1.0,-12.007,1.0,0.0282,0.924,0.00021,0.113,0.0685,87.459,165667.0,3.0
12265,"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 3, Children's Galop and Entry of the Parents",Pyotr Ilyich Tchaikovsky,6yTPBtEggdlBgGEUL94sn1,0,0.256,0.246,0.0,-21.403,1.0,0.049,0.901,0.297,0.578,0.639,62.102,134192.0,4.0
12266,Competitive,Underground Trance DJs,6MIicZNEloh7EycPQpUThB,0,0.609,0.98,5.0,-6.007,0.0,0.0479,0.000195,0.849,0.203,0.538,145.019,480078.0,4.0
12267,Metallic Ear Cleaning Tools,ASMR Zeitgeist,3psqKXu0DqqVaQAsFx7jOk,0,0.699,0.281,1.0,-27.764,1.0,0.146,0.000116,0.0011,0.0508,0.294,111.623,73480.0,1.0
12268,Midday Prospects,Yu-Peng Chen,6BrXEmAsFCypIAHpNENTh0,0,0.265,0.149,10.0,-18.213,1.0,0.036,0.852,0.977,0.103,0.112,45.699,98929.0,4.0
12269,That's When Miracles Occur,Andy Pratt,3X3ciq1pH6yaT35dVmjP1C,0,0.461,0.624,5.0,-8.262,1.0,0.0384,0.42,1.65e-06,0.093,0.351,92.972,234160.0,4.0
12270,Take Over Control (feat. Eva Simons) - Manufactured Superstars & Jeziel Quintela Remix,Afrojack,2NnjmDOh7qoUVrDhTu8ZcO,0,0.927,0.621,0.0,-6.65,0.0,0.0411,0.0102,0.00283,0.0769,0.924,128.007,363387.0,4.0
12271,"Soothing Brown Noise to Relieve Insomnia, Sleeping Problem, Anxiety, Stress in Babies & Parents",White Noise Baby Sleep,3jrcPBXOoWwC3iiUsFmZEf,0,0.0773,0.273,9.0,-22.609,1.0,0.121,0.12,0.29,0.114,0.00237,84.176,593897.0,3.0
12272,The War Criminal Rises and Speaks,Okkervil River,3PBgnAWmHJnxtm2hKhOnP4,0,0.246,0.435,0.0,-8.205,1.0,0.0341,0.657,0.0841,0.302,0.238,182.178,311107.0,3.0
12273,Pissing off in the Rolex of Your Dreams,Holy Molar,6E6aYVYyDEc5DXVl1x7N3S,0,0.368,0.97,1.0,-11.136,0.0,0.186,0.0018,0.00184,0.57,0.146,152.916,114467.0,3.0
12274,Brota mi canto y se ufana (My Voice Springs Forth Proudly),Guillermo Velázquez,0gEWOCVcGeEWWeVC5wtvC9,0,0.513,0.463,1.0,-8.844,1.0,0.176,0.696,0.000231,0.072,0.815,137.462,331760.0,4.0
12275,"Medley 2: 1) Amazing Grace 2) O how I love Jesus 3) I lift my hands 4) All hail King Jesus 5) He touched me 6) Jesus, name above all names 7) Lord of Lords 8) To God be the glory",Danny Antill,3JObRYhmJgdtD0YGwPDxg0,0,0.497,0.327,4.0,-8.784,1.0,0.0345,0.626,0.875,0.279,0.138,94.706,431813.0,4.0
12276,Bird Calls Amongst the Rain,Into the Earth,7i8NDrsgcEoYqEKkPPkF6S,0,0.183,0.627,0.0,-15.628,1.0,0.059,0.121,0.995,0.92,1e-05,81.465,116000.0,4.0
12277,Ohh Noo (feat. Jarren Benton & Tech N9ne),Chris Webby,7foYOBbXhUIzS9ZHGZrPxx,0,0.804,0.841,2.0,-5.428,0.0,0.0905,0.00819,0.0,0.345,0.226,118.019,288040.0,4.0
12278,Pregnant Women Are Smug,Garfunkel and Oates,2PAAKhc0uCkIRUrvnNmMpj,0,0.697,0.264,0.0,-8.697,1.0,0.385,0.857,0.0,0.0606,0.554,128.311,144267.0,4.0
12279,Exceptional Contrasts,Ocean Sounds,5c8L9nW4uS9vC07x92X9Jm,0,0.121,0.991,9.0,-19.247,1.0,0.0529,0.272,0.966,0.93,1e-05,96.138,114750.0,4.0
12280,"(Ghost) Riders in the Sky - Live at Nassau Coliseum, Uniondale, NY - March 1990",The Highwaymen,3ST1SVHTxxiGodhUeASN3h,0,0.553,0.797,2.0,-8.762,0.0,0.0392,0.536,0.0106,0.902,0.454,115.724,198133.0,4.0
12281,The Performer,Anders Johan Greger Lewen,6kF9wbgu4Zcj05avPPfDpb,0,0.807,0.926,0.0,-3.162,0.0,0.0423,0.856,0.825,0.0292,0.978,119.451,85875.0,4.0
12282,"Michael ""All My Hope on God is Founded""",Herbert Howells,0zm30Wjv1JVGbJNHl7B5fN,0,0.139,0.18,5.0,-16.702,1.0,0.0372,0.951,0.218,0.094,0.145,82.334,197726.0,4.0
12283,ATM (feat. Missy Elliott),Bree Runway,3cqm5i4yDaNuzu9oQmQzBC,0,0.872,0.708,0.0,-6.448,1.0,0.0614,0.00808,0.000145,0.322,0.513,111.011,187992.0,4.0
12284,Erasto Y Federal,Siglo XX,7ytVnQNy2BJjUVyAks8GNQ,0,0.593,0.845,4.0,-4.422,0.0,0.0585,0.157,2.21e-06,0.0709,0.706,101.411,248960.0,3.0
12285,"You, Me and The Significant Others",From First To Last,0Tv2FvvrmJ6vnhxEH9XLgz,0,0.417,0.95,3.0,-5.453,1.0,0.147,5.7e-05,0.00181,0.121,0.101,101.238,232533.0,3.0
12286,When Death Joins Us - Demo 1990,Sentenced,055kZ1zeqA3V2j11sGNevW,0,0.168,0.943,2.0,-6.144,1.0,0.109,0.000703,0.0794,0.105,0.182,147.376,294187.0,4.0
12287,Packing & Shipping,Ojisan Dom,4BJs2uWKVG4j4Oiw15Ryxg,0,0.56,0.733,7.0,-8.246,1.0,0.317,0.368,0.000914,0.701,0.465,76.463,187647.0,4.0
12288,I'd Rather Be Broke,Toni Braxton,0k2sl4OrH05nVwJi2IeRRy,0,0.614,0.615,6.0,-6.654,0.0,0.0457,0.119,0.0,0.0613,0.413,124.565,217800.0,4.0
12289,Brief Encounter,Dawn Golden,4gGDgKnlNLyEqajEBROiTH,0,0.477,0.341,3.0,-9.98,1.0,0.0296,0.903,0.709,0.0962,0.0517,103.093,323133.0,4.0
12290,My Heart is Jumping,Bibi Tanga & The Selenites,1alflwKGRVGvSOlMWDM2Z9,0,0.826,0.57,0.0,-8.677,0.0,0.0881,0.111,3.32e-05,0.133,0.918,99.056,228053.0,4.0
12291,Making & Framing Friends for Murder,Pistol Fist,5CLnFekWVTigSUb3dfW92h,0,0.235,0.8,4.0,-9.743,1.0,0.0639,0.00182,0.00927,0.595,0.787,151.852,143799.0,4.0
12292,"Ancient Paths (feat. Tom Eaton, Richard Sebring, Noah Wilding & Jeff Haynes)",Stanton Lanier,1wlFbmLhu8CmmtwOaBsOSc,0,0.54,0.269,10.0,-20.516,1.0,0.0356,0.977,0.866,0.129,0.216,134.224,347813.0,4.0
12293,Violet Threaded,Maps & Atlases,2rjxuxDr2DolQkp661uq3g,0,0.707,0.695,4.0,-6.379,0.0,0.0307,0.011,0.454,0.115,0.727,132.012,219871.0,4.0
12294,"Robes (feat. Domo Genesis, Earl Sweatshirt)",Freddie Gibbs,7gDuP7JHRP6A9zwbTIA5gF,0,0.408,0.532,8.0,-10.427,1.0,0.549,0.407,0.000277,0.142,0.556,83.8,304547.0,4.0
12295,Arm and Hammer,Kevin Gates,3hudWJT4lTApOYyFyAJcNR,0,0.788,0.672,8.0,-6.787,1.0,0.0414,0.0169,0.0,0.0501,0.416,132.008,207304.0,4.0
12296,Tupelo Honey,JJ Grey & Mofro,77sIXAMhhX9wDqzSHM34w8,0,0.433,0.298,7.0,-11.074,1.0,0.0301,0.449,9.07e-05,0.101,0.353,62.03,286000.0,4.0
12297,Bar Screenings & Scum,Remnant Low,4bp6RxihAhMI7ayaP1ZEFJ,0,0.528,0.504,9.0,-15.766,0.0,0.0583,0.0582,0.798,0.0791,0.502,110.063,297000.0,4.0
12298,"Ultimate Storytime (feat. Nicole Visco, Terrence Williams Jr & Jay Harper)",Thomas Sanders,2NsD7cgUFrOOE8uhGuSIjp,0,0.63,0.703,2.0,-5.088,1.0,0.0335,0.151,0.0,0.547,0.539,155.911,176154.0,4.0
12299,The Evidence Suggests,Fiona Ross,62Mc2QNVXBkEcLaBjU8VjV,0,0.374,0.6,8.0,-4.326,1.0,0.0334,0.167,1.5e-06,0.0583,0.336,133.758,340307.0,1.0
12300,Cada Quien,Ariel Camacho y Los Plebes Del Rancho,3T6M9C9eOTSeGyDFVbV8uN,0,0.604,0.675,2.0,-4.18,1.0,0.0351,0.247,5.7e-06,0.118,0.572,76.291,247362.0,3.0
12301,Christmas Memories,She & Him,2FGb2DVvSCYSU2Jm6eDpDV,0,0.647,0.137,7.0,-11.692,1.0,0.0297,0.924,0.00279,0.107,0.259,82.599,169987.0,4.0
12302,Prozac & Merlot,The Sea Life,2IjmRk1csAvdfPVSCS1Kjc,0,0.517,0.588,1.0,-9.12,0.0,0.027,9.73e-05,0.624,0.118,0.314,77.504,175884.0,4.0
12303,She's at Ease,The Buttertones,3PauRd9wQ7JlIjUC0QpICw,0,0.563,0.824,2.0,-4.09,1.0,0.0347,0.11,0.00249,0.066,0.543,122.062,164947.0,4.0
12304,"Difficulties, Mistakes and Errors (Bobby Hawkins)",Sonny Smith,6zGQjFU1gkMD18Ms93t2Lb,0,0.79,0.164,5.0,-14.654,1.0,0.0382,0.919,0.509,0.114,0.184,106.725,111000.0,4.0
12305,Dreams (feat. Dakota & T-Pain) - Acoustic Mix,Alex Ross,5RqEkdZTgJqM2b3NGQ0rzH,0,0.305,0.396,9.0,-10.963,1.0,0.0326,0.464,0.0,0.124,0.482,93.085,209773.0,4.0
12306,Twinkle Twinkle Little Star,Super Simple Songs,3N6kzbnfpTPB5J9NAGc1rU,0,0.696,0.227,1.0,-11.763,1.0,0.042,0.866,1.25e-05,0.0794,0.284,87.88,152692.0,4.0
12307,Cleveland Is the City (feat. Avant),Bone Thugs-N-Harmony,7hKrrDmrFyjPFg8A9GHNyT,0,0.687,0.59,5.0,-5.915,0.0,0.0678,0.502,0.0,0.0881,0.448,160.049,300693.0,4.0
12308,Tested and Approved,Gundersnipe,4tTtljNhlnmHI54rJ40Bvi,0,0.643,0.356,6.0,-15.088,1.0,0.0462,0.267,0.488,0.0704,0.503,120.005,142044.0,4.0
12309,We Active,Mr. Capone-E,6T1qRAliv1rmtyegVPtQIV,0,0.901,0.68,3.0,-5.141,0.0,0.245,0.00359,0.000431,0.23,0.151,100.012,182916.0,4.0
12310,Gentle and Intimate Jazz Bgm for Reading Greeat Books,Smooth Jazz New York,6ZOt3UchBi3dqRmjuiwfTP,0,0.629,0.497,10.0,-15.78,0.0,0.0421,0.691,0.896,0.097,0.727,87.871,109090.0,4.0
12311,Happiness comes in Packages,Serenity Calls,4eKriOWkkKCDBANx7luzhU,0,0.286,0.0268,4.0,-27.314,1.0,0.0598,0.974,0.937,0.111,0.0335,117.251,292000.0,3.0
12312,Minimal Mechanism,Andre Hecht,7otIrlN4FS2yjS8dCJSI5U,0,0.799,0.683,11.0,-9.825,0.0,0.0928,2.81e-05,0.787,0.0877,0.0627,128.008,466950.0,4.0
12313,Nursery Rhyme of Innocence and Experience,Natalie Merchant,3VpPC3bU2esMKkHoLKAUo1,0,0.356,0.264,4.0,-10.612,0.0,0.0301,0.674,0.00385,0.125,0.12,77.093,311000.0,4.0
12314,You Invite Me In,Meredith Andrews,3j3p9JobXid1RXy42SPDwq,0,0.344,0.632,2.0,-3.314,1.0,0.0314,0.0278,4.84e-06,0.134,0.35,156.066,206653.0,3.0
12315,The Angry River (feat. Father John Misty and S.I. Istwa) [Theme From the HBO Series True Detective],The Hat,3tEL74JlN4OT9YPoNx5eRI,0,0.535,0.472,9.0,-9.09,0.0,0.031,0.0349,0.269,0.129,0.243,82.018,175153.0,4.0
12316,Testimony / Ad Litem / First Appearance / Competency to Stand Trial,Antal Odes,7J8uH69AR9KpGWdZGf6RpO,0,0.737,0.341,3.0,-19.11,0.0,0.895,0.789,0.0,0.127,0.413,112.092,30267.0,4.0
12317,Years of Enlightment / Decades in Darkness - Remastered,Kataklysm,2rwzAL228IE3ofxKwsbi14,0,0.222,0.977,9.0,-4.162,1.0,0.176,2.3e-05,0.255,0.312,0.11,148.466,315947.0,4.0
12318,Cheap Silver,Mike and the Moonpies,7cY30LBVcNMsoxhJ8pBm2f,0,0.41,0.439,9.0,-10.377,1.0,0.0283,0.158,0.00178,0.192,0.295,75.098,269053.0,4.0
12319,Which Side I'm On,Blind Pilot,0GohZuxwmZv7Q4lczY25TU,0,0.46,0.633,7.0,-7.002,1.0,0.0354,0.546,0.00462,0.0701,0.32,102.745,249773.0,4.0
12320,Sweet Magnolia (And the Travelling Salesman),Dan Fogelberg,5sMvctuNqZG1Y6E89VCCIy,0,0.427,0.315,10.0,-9.396,1.0,0.026,0.731,0.0,0.0988,0.148,139.45,279667.0,4.0
12321,Bad Girl (feat. Trey Songz & Robin Thicke),A Boogie Wit da Hoodie,3KIPN9BE8rh6ueIFYZHrIZ,0,0.723,0.589,2.0,-6.225,1.0,0.332,0.614,0.0,0.11,0.477,109.753,229413.0,4.0
12322,Aníron (Theme for Aragorn and Arwen) [From The Lord of the Rings: The Fellowship of the Ring],Zen of Harp,4oq4XeEmO4OQ9X1id8zuc6,0,0.356,0.165,10.0,-21.501,1.0,0.0368,0.973,0.934,0.112,0.0355,122.336,153139.0,3.0
12323,Rest Employed,The Stupendium,2dNNnKzJG6sLdiuWdQmU7x,0,0.843,0.79,6.0,-4.055,0.0,0.268,0.219,0.0,0.512,0.562,85.99,206512.0,4.0
12324,Seven Rings In Hand,Steve Conte,2dMYPr7PTeiA3fyE3tc4ZT,0,0.48,0.933,5.0,-5.731,0.0,0.0785,0.000121,0.0,0.0179,0.478,165.008,310240.0,4.0
12325,"Maliante Hp (Remix) [feat. Anuel Aa, Farruko, Almighty, Darkiel, Bryant Myers, Nio Garcia & Noriel]",Benny Benni,3HM8I6kvuUF4aOCbSr9Mn5,0,0.746,0.872,9.0,-3.62,1.0,0.149,0.294,0.0,0.223,0.889,86.242,371232.0,4.0
12326,Raw & Cooked,Paolo Blanda,75VZVDXKzushMHaOF5TVlm,0,0.807,0.838,7.0,-8.975,0.0,0.0548,0.000139,0.883,0.0647,0.767,126.008,302421.0,4.0
12327,Gesang Auf Den Fischerbooten in Der Abenddammerung (Singing on the Fisher Boats at Dusk),Pan Jing and Ensemble,4qmKFrIGkLpQGYiaFlQ3Bd,0,0.28,0.112,0.0,-19.588,1.0,0.0456,0.888,0.434,0.201,0.13,82.36,365760.0,3.0
12328,"Coast/Clear (feat. Kirk Knight, Nyck Caution & Issa Gold)",Beast Coast,5bH35UA16PMCYRSCFJAfry,0,0.577,0.78,11.0,-7.475,1.0,0.151,0.0282,0.0,0.305,0.558,79.971,227933.0,4.0
12329,Cemetery Weather (Piano Version),Isles & Glaciers,6JP4Qvo3iN9JWrznykKQ1L,0,0.399,0.481,0.0,-6.334,1.0,0.0321,0.799,0.0,0.188,0.356,74.529,330400.0,1.0
12330,Tampa E Panela,Toque Dez,1WuunvSwpqGYjQszqKuLvX,0,0.802,0.515,6.0,-6.728,1.0,0.035,0.631,5e-06,0.288,0.859,137.969,178521.0,4.0
12331,And Darling (This Thing That Breaks My Heart),Tegan and Sara,2ag1oJvKdEt4JObHRcdZWE,0,0.54,0.355,0.0,-7.003,1.0,0.0339,0.707,0.0,0.11,0.151,73.44,104400.0,4.0
12332,Stupid Love performed by Salbakutah,Andrew E.,672c0D151qVsLSbwsYe3bo,0,0.762,0.621,10.0,-7.673,1.0,0.0742,0.299,2.11e-06,0.0743,0.714,74.094,324587.0,4.0
12333,red pockets,g y l s,2Mi39LRDBum2bTdliBf4UC,0,0.515,0.431,9.0,-16.456,0.0,0.0298,0.412,0.183,0.356,0.362,183.967,240065.0,4.0
12334,Local Man Ruins Everything,The Wonder Years,17Z7s0Hrov5UK7wNURW3PF,0,0.318,0.976,8.0,-5.243,1.0,0.227,0.000398,0.0,0.121,0.42,161.265,169436.0,4.0
12335,"I Got It (feat. Brooke Candy, CupcakKe and Pabllo Vittar)",Charli XCX,7tjQl5EC72HBJRAKxP3Bvm,0,0.829,0.598,4.0,-6.18,0.0,0.294,0.219,0.0,0.177,0.651,141.902,231573.0,4.0
12336,Security Cameras,David Arnold & Michael Price,1uxi3c9S2hAZwEm0ADWwbk,0,0.215,0.0571,7.0,-33.16,1.0,0.0395,0.905,0.867,0.0984,0.0358,117.434,182147.0,4.0
12337,Enhancing Focus and Mental Clarity,Tantra Yoga Masters,76YNZdcZtmyzdiUbZUCEKp,0,0.226,0.246,11.0,-22.449,0.0,0.0374,0.681,0.916,0.132,0.0737,60.975,236372.0,5.0
12338,You Are the Generation That Bought More Shoes and You Get What You Deserve,Johnny Boy,2SZsqtAcbrluWuFDal9e4p,0,0.455,0.88,0.0,-4.14,1.0,0.0482,0.00228,2.77e-06,0.38,0.55,134.995,189507.0,4.0
12339,Ultimate Om: Deep Om Chant (Edit),Jonathan Goldman,2qcpQ3qNI8OHZuyafsqC0l,0,0.0621,0.0396,0.0,-26.487,1.0,0.0467,0.912,0.992,0.0701,0.0271,68.352,315093.0,4.0
12340,Holdings,Menini & Mosconi,6hhJzTnoLyfRzceGFgwNg3,0,0.809,0.929,4.0,-11.046,0.0,0.0406,0.00287,0.809,0.0789,0.544,125.006,84584.0,4.0
12341,Self-Expression and Communication,Reiki Music Zone,42DHjz0cUvjk38Ydg9FdSm,0,0.124,0.0761,2.0,-28.315,1.0,0.0434,0.924,0.748,0.108,0.0319,57.194,234146.0,4.0
12342,Two Thousand and Seventeen,Four Tet,2ZIaH69kaz55RM4Pjx6KXl,0,0.551,0.469,2.0,-8.393,1.0,0.0296,0.327,0.161,0.0939,0.498,75.495,252256.0,4.0
12343,Paganini Rhapsody (On a Theme of Paganini: S. Rachmaninoff) [feat. Kirk Trevor & the Slovak National Symphony Orchestra],Drew Tretick,2E1pUuA5FvXE3ysy234dpn,0,0.12,0.177,1.0,-15.307,1.0,0.0499,0.972,0.906,0.131,0.0384,84.178,189427.0,3.0
12344,Erpresser mit falscher Stimme,Die Hörspielfabrik,1DIgdAGSBkxMmQ3k6Fno6w,0,0.694,0.247,1.0,-17.263,1.0,0.928,0.913,0.0,0.111,0.756,108.873,91591.0,3.0
12345,"Quilter: 3 Shakespeare Songs, Op. 6: I. Come Away, Death",Roger Quilter,12E2H0P7IJrytoBzXH55Kh,0,0.353,0.0974,4.0,-19.101,0.0,0.0489,0.992,0.00118,0.0665,0.0763,63.246,171440.0,4.0
12346,Le Sacre du Printemps / Part 1: L'Adoration de la Terre: 5. Jeux des cités,Igor Stravinsky,0pF3xrJ6MtGzRDYkoAoTtD,0,0.465,0.286,7.0,-19.925,1.0,0.046,0.951,0.928,0.383,0.33,81.923,109507.0,4.0
12347,Final Mid,Sebastián Escofet,7hQiWMz4Xisr6c5VdBsPKT,0,0.488,0.0549,11.0,-26.054,0.0,0.0376,0.987,0.943,0.0753,0.122,65.011,129200.0,4.0
12348,Scholarships (feat. Mistah F.A.B. & So Vicious),Footz the Beast,7BHiQN9vM2VQc9QtqZzhyx,0,0.577,0.57,1.0,-5.412,1.0,0.407,0.0668,0.0,0.162,0.417,88.226,262000.0,4.0
12349,"Eternity ~Memories of Waves & Light~: Piano Collections Version (From ""Final Fantasy X-2"") [For Piano Solo]",daigoro789,5Nt9YM7pTB7zY0bSTfzC9G,0,0.454,0.0566,7.0,-28.738,0.0,0.0536,0.985,0.915,0.0856,0.0729,111.12,376341.0,4.0
12350,Marvin & Chardonnay,Big Sean,5xpmdbQcfIOsE1hACcC3UK,0,0.613,0.807,11.0,-2.739,0.0,0.0382,0.0671,0.0,0.322,0.813,133.023,222867.0,4.0
12351,Broadcast,Julian Lage & Chris Eldridge,6suZ7K9YNLvxUAUTZKXnOJ,0,0.552,0.256,2.0,-15.858,1.0,0.0314,0.918,0.932,0.114,0.566,103.658,207427.0,4.0
12352,"Girlfriend, American Airlines, Scientists",Eugene Mirman,6HGKyn7LtSbiuJ7UCbpHUz,0,0.579,0.195,8.0,-26.705,1.0,0.911,0.798,0.0,0.867,0.58,166.107,114960.0,5.0
12353,Pressing Flowers,The Civil Wars,379Z3x2xL1AmsKGLZo8jik,0,0.632,0.159,9.0,-16.501,0.0,0.0284,0.792,0.00806,0.111,0.199,91.685,189908.0,4.0
12354,And She Translated Into the Sky,Levi Patel,2ZIxVTXax15enlhk3qOJjw,0,0.174,0.0635,2.0,-17.946,0.0,0.0443,0.975,0.954,0.0819,0.0335,119.036,442176.0,4.0
12355,Headphones [ON],8D Wave,63OBaoXebeikN1eZ4n8fAV,0,0.689,0.265,5.0,-13.629,1.0,0.0347,0.532,0.788,0.0682,0.364,75.093,178712.0,3.0
12356,Telephone Wire,Beth Malone,1slR1ayGGyNR6suZyH3Shk,0,0.506,0.205,7.0,-14.487,1.0,0.149,0.725,0.0,0.1,0.125,102.769,268040.0,3.0
12357,10 Missed Calls (feat. Pharrell Williams & Jozzy),Black Coffee,5o1JjtIuYRXBoea4WBZGDc,0,0.679,0.449,3.0,-12.211,0.0,0.0491,0.303,0.0,0.302,0.333,107.965,237010.0,4.0
12358,Deep Thunderstorm,Weather Factory,4xyiM6KWF90l9wQh07GJvN,0,0.135,0.579,2.0,-27.105,1.0,0.0932,0.00143,0.949,0.393,0.0327,100.841,152563.0,4.0
12359,Good Manners And Customs -Zappa's Theme-,Arc System Works,52mVdswwU7AVDcv9SCk6Ev,0,0.366,0.994,4.0,-5.849,1.0,0.0786,1.86e-05,0.827,0.11,0.21,145.058,190733.0,4.0
12360,Trimming Your Hair and Layered Sounds,Jocie B ASMR,2bpXGFHHiTMvRVrolnNCPX,0,0.432,0.408,6.0,-20.967,1.0,0.0806,0.344,0.0755,0.0812,0.0345,63.745,420003.0,4.0
12361,Land Of Structured Crazyness - Nervous & Happy Mix,Kaiacid,0VseEzl053xxp00BuvfxQv,0,0.784,0.701,1.0,-9.727,1.0,0.065,0.0415,0.675,0.127,0.35,135.028,573000.0,4.0
12362,Green Hill Zone,Jon Batiste,5AgSJiuBLkWggPsRKwykwa,0,0.664,0.0692,5.0,-20.113,1.0,0.037,0.975,0.903,0.101,0.288,107.231,174173.0,4.0
12363,Basic Principles - 2020 Remaster (Mixed),Alex Reece,5uJHpdEvxzUbssblQqgqCl,0,0.718,0.903,0.0,-7.462,0.0,0.145,0.00366,0.89,0.0651,0.554,159.906,138367.0,4.0
12364,Different Perspectives,Chakra Dreamers,2Racmya6bfXYiuIax8radr,0,0.218,0.166,2.0,-18.518,0.0,0.0391,0.932,0.957,0.109,0.0398,64.495,226253.0,4.0
12365,Dreams (feat. Dakota & T-Pain),Alex Ross,4BdIxxdtdpxaPk3vXYL47G,0,0.655,0.907,6.0,-2.605,0.0,0.0326,0.135,4.47e-06,0.591,0.808,119.006,198093.0,4.0
12366,Buys Se Kêrels,Nico van Rensburg en die Rooidag Boereorkes,6Qs27SO8g8ZNhw14GIjTpD,0,0.819,0.323,2.0,-10.026,1.0,0.0577,0.75,0.0168,0.0555,0.851,111.579,149907.0,4.0
12367,Aware & Experienced,Echoes of Nature,25CEOgSrRvMOp9FSLam0zn,0,0.406,0.184,7.0,-13.379,1.0,0.0358,0.993,0.886,0.122,0.0651,70.018,224287.0,4.0
12368,Humans,The Scene Aesthetic,4rjnEQVWOVUFAUUzd1v1Wf,0,0.49,0.401,6.0,-9.379,1.0,0.0279,0.622,0.0,0.102,0.512,142.86,249600.0,3.0
12369,Senators,Royal Shakespeare Company,0udTXRaB3yIVGdlKA3Xlpo,0,0.394,0.031,6.0,-12.239,0.0,0.0416,0.996,0.631,0.0526,0.137,73.624,28787.0,4.0
12370,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,0,0.72,0.763,9.0,-4.068,0.0,0.0523,0.406,0.0,0.18,0.742,101.965,251088.0,4.0
12371,Aerials,Robyn Adele Anderson,72Lwqx3c1xKBuNRZAaRkLI,0,0.358,0.523,2.0,-6.192,0.0,0.0345,0.864,0.0,0.12,0.341,78.178,223451.0,4.0
12372,All That I'm Allowed (I'm Thankful),Elton John,4BGm0moYOGolRz97B93HrH,0,0.733,0.583,1.0,-7.228,1.0,0.0336,0.755,0.000194,0.0826,0.228,96.111,292133.0,4.0
12373,Prominent Chirps,Massage Music,0Wpsfk2RHMly8HKtpMTzZ2,0,0.285,0.826,6.0,-27.091,0.0,0.037,0.996,0.958,0.919,0.0226,83.216,145079.0,3.0
12374,What About Me (feat. Sosamann),Lil Wayne,3JX0dOCIAiaR8MP3ryXWuM,0,0.785,0.44,10.0,-6.566,1.0,0.0401,0.0263,2.03e-06,0.122,0.22,118.089,216961.0,4.0
12375,Clone,Júnior e Cézar,28k6fDcRo7iONQhMxt2OFA,0,0.68,0.65,6.0,-6.343,1.0,0.0321,0.553,0.0,0.161,0.56,108.089,171573.0,4.0
12376,Beautiful Ending,BarlowGirl,5E7hUkRY5Tw9A196XgoOzX,0,0.2,0.778,7.0,-3.72,1.0,0.0421,0.000742,5.47e-05,0.113,0.102,169.985,258413.0,3.0
12377,Exotic in Blues,The Tikiyaki Orchestra,30MmAAbb20EgFLob3AFRnA,0,0.438,0.629,0.0,-10.389,0.0,0.031,0.517,0.598,0.149,0.67,119.988,217107.0,3.0
12378,Electronic Slight of Hand,Buckethead,5KvtYlTwZEoM3aKirTTOFH,0,0.683,0.885,1.0,-7.819,0.0,0.0317,0.000537,0.809,0.175,0.224,120.053,177253.0,4.0
12379,Mergers and Acquisitions,The Sam Pocker Ensemble,3GoVXmYKnH2pqPaG6luBdu,0,0.54,0.646,5.0,-7.602,1.0,0.319,0.436,0.0,0.0825,0.856,125.114,264046.0,4.0
12380,Rocky Mountain Rangers,Colter Wall,0swrjb8oDKXVpWnvkmFPT4,0,0.651,0.494,7.0,-12.537,1.0,0.0473,0.691,0.00138,0.117,0.97,122.142,128347.0,4.0
12381,Evolution of Jewish Music,Y-Studs A Cappella,3Jgj4a51eJErZew8asVMgg,0,0.408,0.426,10.0,-7.231,1.0,0.0295,0.534,0.0,0.0697,0.51,132.86,310095.0,3.0
12382,Face Mapping for Health and Measuring for SLEEP Pt.5,Karuna Satori ASMR,273Zidyjgb8JPlUnm3FsMZ,0,0.668,0.186,1.0,-31.3,1.0,0.536,0.00231,0.000448,0.0663,0.298,93.88,268600.0,3.0
12383,South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,19TOAlTFq0NDHvUPQR0tkr,0,0.845,0.766,2.0,-5.727,0.0,0.0658,0.212,0.0,0.111,0.782,114.054,195924.0,4.0
